state_id,defensive,cautious,rebound,aggressive
0,0.0,0.0,0.0,0.0
1,0.012405500930558314,0.005370245359961059,0.006832317557217556,0.0018192543785856517
2,0.009585353464923488,0.005922991480360956,0.0071765355112213,0.008497095003018613
3,0.005932942656685891,0.011506724820985484,0.007805129872184067,0.005729974090550804
4,0.004534036346851485,0.003111452427807298,0.006443015323710539,0.0038406498445618348
5,0.0,0.0,0.0,0.0
6,0.006854622102259606,0.008920199715075693,0.005009416251184848,0.005067222372743192
7,0.008472114914089099,0.007003163694797781,0.0059725855538347245,0.0058721932938109265
8,0.0064432619800891345,0.007885479297905366,0.008995029815863087,0.004787553003590361
9,0.005232401447015734,0.005764457991381556,0.005318506837651525,0.009673568704995618
10,0.0,0.0,0.0,0.0
11,0.005208372117630635,0.006036636474516008,0.0072798671796167076,0.005253304166334695
12,0.0066973471981501805,0.007382085213625458,0.007522964393940597,0.00979412315898127
13,0.009918271355334251,0.006620779441352548,0.005569937879567669,0.0034242426927038635
14,0.004761477468332193,0.0072888044173565055,0.008066661222447279,0.008550882262583765
15,0.0,0.0,0.00013413399664847123,0.0037780823007738636
16,0.0057537740287660856,0.0056636609810574,0.0063375610510111305,0.009219169406177263
17,0.005659639087339882,0.00551501011805038,0.003893920242953968,0.005043445053783253
18,0.007698492659810537,0.006568013379007089,0.007648311834001623,0.007798747312161746
19,0.004778196410030564,0.0022886584500493067,0.004786104198627584,0.004786190888568443
