Date,SPY_ret,TLT_ret,GLD_ret,UUP_ret,SPY_ret_vol_21d,TLT_ret_vol_21d,GLD_ret_vol_21d,VIX_level,credit_spread_proxy,corr_60d_SPY_TLT,corr_60d_SPY_GLD,corr_60d_SPY_UUP,corr_60d_HYG_LQD,curve_slope_10y2y
2015-03-31,-0.00873915643102341,0.0021474706279458466,-0.0007911765968406925,0.0015468240048015502,0.14260031649761154,0.15716296891755097,0.14145490234714442,15.289999961853027,-0.49820836772557053,-0.34726280268987825,-0.15097844402407387,-0.2824522709246514,0.029257407975026562,1.38
2015-04-01,-0.003536380098169478,0.013134502487860855,0.017068403567705115,0.00038602060621895085,0.14245882678810393,0.16100613019819884,0.1542910130931959,15.109999656677246,-0.499019565452176,-0.31931062108965236,-0.11493005453152366,-0.2870403054399311,0.0746979779516089,1.32
2015-04-02,0.003597174588705565,-0.01059571489748845,-0.0027681634865752702,-0.0077189310535741296,0.14279868550135538,0.1669907468970815,0.15420392947320288,14.670000076293944,-0.4966010937296652,-0.3002467579096804,-0.09636877618241842,-0.29096159570398594,0.09381243070451709,1.3699999999999999
2015-04-06,0.00673343380599789,-0.005583735182315586,0.012231121417764834,-0.007779154044637804,0.14496912185864474,0.16863165397314345,0.15971739054267517,14.739999771118164,-0.49537778882268924,-0.3053990427051659,-0.06808710325684281,-0.3162605568430674,0.0911519453224545,1.41
2015-04-07,-0.0026462680488950063,0.008384987258861276,-0.00497045007215513,0.011368159183942517,0.13650446948489048,0.1464174310368377,0.12533824686732226,14.779999732971191,-0.4937078157934136,-0.27789733131292865,-0.0521869182220111,-0.34873919589629965,0.13925938459803083,1.3699999999999999
2015-04-08,0.0033770102768724275,0.0003047882165951865,-0.00551200918339656,0.0015503327166750402,0.13625042363005765,0.14487630946519045,0.12787000706756727,13.979999542236328,-0.49359977140794575,-0.2643966292404931,-0.03665769703304404,-0.3662342547833257,0.12987405954442205,1.38
2015-04-09,0.004423229438170306,-0.01296424496720372,-0.006928232816320157,0.010449055168049615,0.1231089264804804,0.14899990869936916,0.12932583963100694,13.09000015258789,-0.48949688169291034,-0.2641541486997304,-0.022457696779523112,-0.3553772834839493,0.14015209772785517,1.41
2015-04-10,0.005457117324553895,0.001467546377243778,0.011336906536289382,0.00229784487194884,0.123291414885226,0.14741717903702847,0.13075014615276234,12.579999923706056,-0.48859155971139534,-0.26207346010964866,-0.012684237051013904,-0.351584975289761,0.14268742096363732,1.3900000000000001
2015-04-13,-0.0045224644671615355,0.001388771758080054,-0.007157039081814864,0.0015285009148759965,0.11790457761320162,0.14728316759072424,0.1345295950906317,13.9399995803833,-0.49012744327709706,-0.2547994604591986,-0.006965212825827504,-0.3601485629606713,0.14941658073170688,1.4
2015-04-14,0.001912513894237966,0.00708805811671076,-0.006079528851423044,-0.007630666607083558,0.11530054507372461,0.1478292922757093,0.13734580107200048,13.670000076293944,-0.49198825583111366,-0.2269681172313174,0.0489729748224813,-0.35708642936878676,0.19607762315123134,1.3699999999999999
2015-04-15,0.0044869667551339365,-0.0008418408705584968,0.00865080253975381,-0.004613622400651551,0.10720230074814091,0.14510955739378362,0.13924628473214204,12.84000015258789,-0.48870176975966206,-0.20161503792792276,0.019065875942682498,-0.382159425675506,0.2235309318093363,1.4
2015-04-16,-0.0002845274347123006,-0.0049759446051469425,-0.0034653168571547877,-0.0077249815557443036,0.10645820868234815,0.14413084482830246,0.13810034501126378,12.600000381469728,-0.49020673757414196,-0.20730357661898327,0.015415630007573974,-0.37701926954459775,0.23222625374927308,1.4
2015-04-17,-0.011503708149418368,0.011464882815875876,0.004955226470251928,-0.0023355897666329506,0.10635595500371349,0.13340010363030086,0.12320192246480355,13.890000343322754,-0.4959809663765953,-0.22349162238245307,-0.0034837481211872474,-0.35498998132132553,0.22630061261142542,1.36
2015-04-20,0.009136802846744008,-0.008824921560302568,-0.007612433088526105,0.00585264379152961,0.1100241885862539,0.13584005793454765,0.1269397867512159,13.300000190734863,-0.49141146106114997,-0.2321055222564149,-0.048050319516932775,-0.4227698706559768,0.22046281291188555,1.3499999999999999
2015-04-21,-0.0011914295047420476,-0.0045281748267860245,0.005753103431764384,0.0011636293687686816,0.10564443348199923,0.13523389614957207,0.12257179562511482,13.25,-0.49050760633114754,-0.2164891596932873,-0.06029210968827726,-0.4145360441473258,0.2269349857796868,1.3699999999999999
2015-04-22,0.004914317350271702,-0.015266027684733507,-0.013433831333510171,0.0,0.10685056101722853,0.14457343083776567,0.1301773988035653,12.710000038146973,-0.4849922457139481,-0.22541334892459722,-0.0685659345185376,-0.4132699962333267,0.2378941339808307,1.42
2015-04-23,0.002516076116114263,0.00430646024697956,0.007291591124513719,-0.007361470418730032,0.10500308704118547,0.14063638358805197,0.13246094892026777,12.479999542236328,-0.4878778654709608,-0.22238637081216567,-0.02452329490959229,-0.47767451727053944,0.23624708112630266,1.41
