Date,SPY_ret,TLT_ret,GLD_ret,UUP_ret,SPY_ret_vol_21d,TLT_ret_vol_21d,GLD_ret_vol_21d,VIX_level,corr_60d_SPY_TLT,corr_60d_SPY_GLD,corr_60d_SPY_UUP,curve_slope_10y2y
2015-03-31,-0.00873977070885057,0.0021474711379878553,-0.0007911765968406925,0.001546735715759917,0.14260046611512936,0.15716586658026774,0.14145490234714442,15.289999961853027,-0.3472593344832325,-0.1509746643627373,-0.28245882916364107,1.38
2015-04-01,-0.0035362036341456404,0.01313466360031601,0.017068403567705115,0.00038628509832516755,0.1424590088798866,0.16100889309613406,0.1542910130931959,15.109999656677246,-0.3193078128674384,-0.11492750453982976,-0.28704625570366554,1.32
2015-04-02,0.003597353581957341,-0.010595481796866979,-0.0027681634865752702,-0.007719105930517389,0.14279894245948796,0.16699317698776786,0.15420392947320288,14.670000076293944,-0.30024305222108666,-0.09636576051437289,-0.2909682870046473,1.3699999999999999
2015-04-06,0.00673307838120718,-0.0055837343021996055,0.012231121417764834,-0.007779065240495875,0.14496916921783456,0.16863409578398122,0.15971739054267517,14.739999771118164,-0.30539617799211327,-0.06808484640085526,-0.3162663610232979,1.41
2015-04-07,-0.0026462689831537878,0.008384510410736512,-0.00497045007215513,0.011368158166488174,0.13650465296481773,0.14641845234951362,0.12533824686732226,14.779999732971191,-0.2778937707021889,-0.052184833552801485,-0.3487446278472835,1.3699999999999999
2015-04-08,0.003377276960604636,0.00030502409501753647,-0.00551200918339656,0.001550332579479452,0.13625075086672933,0.14487676649868803,0.12787000706756727,13.979999542236328,-0.2643939454123575,-0.036656335049036405,-0.3662394461474273,1.38
2015-04-09,0.004423229828291353,-0.01296416741557227,-0.006928232816320157,0.010448965887428274,0.12310944303251156,0.1490003793897138,0.12932583963100694,13.09000015258789,-0.26415061652102106,-0.022456588099604453,-0.35538254105759404,1.41
2015-04-10,0.005457117803742584,0.0014677055816674223,0.011336906536289382,0.0022979323156231413,0.12329200485992542,0.14741791782241856,0.13075014615276234,12.579999923706056,-0.2620697491049353,-0.012683048025387968,-0.351590140182502,1.3900000000000001
2015-04-13,-0.0045228141951110246,0.001388851022855686,-0.007157039081814864,0.001528326295133997,0.11790548517756987,0.14728390520539836,0.1345295950906317,13.9399995803833,-0.2547951087710996,-0.006963579570238564,-0.3601532194898646,1.4
2015-04-14,0.0019133043034651465,0.00708829455479032,-0.006079528851423044,-0.007630580161728573,0.11530156751552066,0.1478301817252756,0.13734580107200048,13.670000076293944,-0.2269637994196842,0.048974005346701634,-0.35709314294938455,1.3699999999999999
2015-04-15,0.004486614933574273,-0.0008415252059145173,0.00865080253975381,-0.0046137101805254765,0.10720312348095079,0.14511037339984065,0.13924628473214204,12.84000015258789,-0.2016111093146445,0.01906631339467052,-0.38216607435053507,1.4
2015-04-16,-0.0002847889488986066,-0.0049770450422023105,-0.0034653168571547877,-0.007724805863501327,0.10645907300227629,0.1441324014951956,0.13810034501126378,12.600000381469728,-0.20729843829016362,0.01541686351383042,-0.377025039681824,1.4
2015-04-17,-0.011503362373746384,0.011464965729093057,0.004955226470251928,-0.0023356784323321778,0.10635656802100657,0.1334017188658054,0.12320192246480355,13.890000343322754,-0.223485224958901,-0.00348203487063364,-0.3549961889329764,1.36
2015-04-20,0.009136802040778047,-0.008824531740505459,-0.007612433088526105,0.005852554710193525,0.11002452895675867,0.13584143587044453,0.1269397867512159,13.300000190734863,-0.2320988743967595,-0.04804908607621012,-0.42277704114867903,1.3499999999999999
2015-04-21,-0.0011915168128783238,-0.004528727648155262,0.005753103431764384,0.0011638065978560874,0.10564444750659296,0.1352354907504027,0.12257179562511482,13.25,-0.21648093389389303,-0.06029157992942611,-0.4145426272016168,1.3699999999999999
2015-04-22,0.004914317350271702,-0.015265398255859708,-0.013433831333510171,0.0,0.1068505932052586,0.14457412367369882,0.1301773988035653,12.710000038146973,-0.2254046607762186,-0.06856539825758956,-0.41327651967779444,1.42
2015-04-23,0.002516076116114263,0.004305813861095631,0.007291591124513719,-0.007361558227599985,0.10500292575864652,0.14063684648099706,0.13246094892026777,12.479999542236328,-0.2223767282812816,-0.02452306655792526,-0.47768012870138726,1.41
2015-04-24,0.0023203847507347053,0.006236931592549455,-0.01404151891618699,-0.003903106916950838,0.08932487090113936,0.1406320249049811,0.14103198095761488,12.289999961853027,-0.17596956272633926,-0.05144455816694981,-0.46913910396015995,1.39
2015-04-27,-0.004157593877154087,0.0,0.02016805588455428,-0.0031349532933026003,0.09046702138853555,0.12986237116879545,0.15682302850521668,13.119999885559082,-0.16708997073853135,-0.03614871141735365,-0.4671377867016474,1.4
2015-04-28,0.0031787977799850875,-0.013790757165763168,0.008670770693864016,-0.006289175531690394,0.09064489904547755,0.12997338557852792,0.15902208432625367,12.40999984741211,-0.1189619781265222,0.05000320106374037,-0.4783388773818666,1.44
2015-04-29,-0.004114874676382274,-0.012255360425138084,-0.007048909841977591,-0.008702629176815746,0.0832858744294977,0.13495345824397903,0.15558651871202173,13.390000343322754,-0.09890062430954402,0.08250216194845311,-0.4578492651684286,1.5
2015-04-30,-0.010020221639201132,0.0017494383712004513,-0.017660816187341166,-0.0059855820522550784,0.08518023030677944,0.13482099007690748,0.16819287877335434,14.550000190734863,-0.03869729244927519,0.1687047348141953,-0.39150568242374517,1.4699999999999998
2015-05-01,0.010841443113507987,-0.013461441243437067,-0.0034370263986327476,0.004817354979824495,0.09100105215483192,0.1295124122064101,0.15652812569652905,12.699999809265137,-0.0672782004053039,0.16626618272660917,-0.3596915077154446,1.52
2015-05-04,0.002847364001132613,-0.009435303029850739,0.00902013288424186,0.002796613269314019,0.09078524594733002,0.12870254454991237,0.1601379964162919,12.850000381469728,-0.049060122255205826,0.1662852668079707,-0.34074988128954686,1.56
2015-05-05,-0.011452081982080808,-0.001384189518782386,0.0028045547686559313,-0.0027888140349781043,0.09819420364634064,0.12839428305985812,0.1539485268380978,14.3100004196167,-0.0622325043790787,0.1384867807845479,-0.314386956427471,1.5699999999999998
2015-05-06,-0.004116437245911264,-0.017120145719062507,-0.0005243625201354352,-0.011186635510685328,0.09887272105222042,0.13118099280747414,0.15323254787436535,15.149999618530272,-0.04294216978711749,0.14577300808508678,-0.2911843547276565,1.6
2015-05-07,0.003989642518401837,0.013437390863467735,-0.008219678527363938,0.005252546870394559,0.09914361454939594,0.14371107904818212,0.1545897572479864,15.130000114440918,-0.010941641587051711,0.15520202652234807,-0.2925762763434619,1.5500000000000003
2015-05-08,0.013166248266056169,0.002700720332343698,0.004849259924502469,0.0012058138950139519,0.10803878498341825,0.14054413914320715,0.15409710004378496,12.859999656677246,0.0005613387686971063,0.17237389239078732,-0.27904859161130063,1.5700000000000003
2015-05-11,-0.004773184042971668,-0.024324437511387798,-0.0038606864674344266,0.0032115394345035853,0.10810171529795723,0.15865281807506312,0.14859760405359554,13.850000381469728,0.03448244960384871,0.1717873628247034,-0.2604157670908946,1.6599999999999997
2015-05-12,-0.002991342222092186,0.00259371988272572,0.00854400802548061,-0.005602362201487021,0.1073952654694661,0.15919436459192984,0.1503052335598427,13.859999656677246,0.0406970342516835,0.15643235291208518,-0.2522331777863291,1.67
2015-05-13,0.00019070293907041957,-0.008011125352310966,0.01790395678391099,-0.008853035856187352,0.10721950686919708,0.1548970956901043,0.16110362736331854,13.760000228881836,0.04618769727232821,0.16281697971348602,-0.24866598028846465,1.6800000000000002
2015-05-14,0.010427968297816559,0.0026916234647016424,0.005405381698172951,-0.0032480492145409157,0.11211644234867367,0.15638702498211962,0.1595257349353007,12.739999771118164,0.0544754682996335,0.17436473501773242,-0.25462392156249697,1.67
2015-05-15,0.0010835271969649174,0.02005065344706347,0.002986844796122101,-0.0016292702080331622,0.11210749554296662,0.1774355793316201,0.15893465965799253,12.380000114440918,0.055268291454725324,0.1741030859756545,-0.2542760253797656,1.59
2015-05-18,0.0031065774165344173,-0.016777215059927353,-8.510283616403047e-05,0.009791853824465235,0.10350770987888161,0.17536906347934053,0.15834096703007505,12.729999542236328,0.03914780472369027,0.18474987552589928,-0.24016468809304056,1.65
2015-05-19,-0.00032856420283966514,-0.008867033881701847,-0.013869956602948319,0.011717241229803887,0.09946075855982596,0.1753827796227235,0.1639309305027615,12.850000381469728,0.041588138439025785,0.1831283879931221,-0.2369275309551374,1.6400000000000001
2015-05-20,-0.0007040146313803675,0.001687313295681614,0.0016395067944336983,0.001996665901664141,0.09935605528868534,0.17662269039753353,0.16289687789143575,12.880000114440918,0.03274036400200129,0.1840959822303724,-0.2359722529901858,1.6599999999999997
2015-05-21,0.002912224232907601,0.013986004293430332,-0.003359746584222556,-0.0015942953346568256,0.09853955957030798,0.18221599872713928,0.1557465118512282,12.109999656677246,0.04311029898837132,0.182480940850023,-0.2380617293722953,1.5899999999999999
2015-05-22,-0.0023884321492469995,0.0004153733238230206,-0.0007779753253158717,0.009181836733745508,0.09884161444581446,0.18083356884814364,0.1540193145803739,12.130000114440918,0.03851069115957055,0.18429341199628405,-0.24188999692204416,1.5699999999999998
2015-05-26,-0.010752016778258433,0.017109827971745428,-0.014619332476808355,0.01107582718508815,0.10581772865517364,0.19133628319288024,0.1547149870800238,14.0600004196167,0.00018384142328076224,0.21908472194618725,-0.27133577690027555,1.5
2015-05-27,0.00949255260994919,0.002286498525526426,-0.00017561471177085508,0.0003912447989229406,0.10986161665939242,0.19185090526203574,0.13701077062160405,13.270000457763672,0.032112900529276116,0.22402566412174066,-0.27227290335159093,1.5
2015-05-28,-0.0011286364395284298,-0.0024440456293332025,0.0011414281685366845,-0.0027375532137075,0.10952978124197342,0.18720196455221372,0.1330425007633659,13.3100004196167,0.02965487925052171,0.2224044139019641,-0.2722620396892142,1.5099999999999998
2015-05-29,-0.006212917082854097,0.0022050806455404803,0.0007016473724792416,-0.0015686614393469744,0.11081725946307983,0.18358029668978598,0.1312414681804014,13.84000015258789,0.026423258598207162,0.21701865376602697,-0.26163381775338734,1.5100000000000002
2015-06-01,0.0020367736511479606,-0.010747262575486971,-0.0008764108278561666,0.005891632839331251,0.10456697252215204,0.1863094777486827,0.11562216477281742,13.970000267028809,0.02199669603262708,0.216759478593221,-0.2589288852683675,1.5499999999999998
2015-06-02,-0.0009927339676715219,-0.01395217611597499,0.004035079688356591,-0.015228399695924155,0.09797042583678799,0.18671076335528847,0.11551946895127141,14.239999771118164,-0.047589164890293544,0.12754065574392776,-0.20057480973548622,1.63
2015-06-03,0.0026494583789511417,-0.016075175423609478,-0.007164072177032299,-0.006740827843548014,0.0979044661769597,0.19156884972620356,0.11425860278540444,13.65999984741211,-0.06430490853891742,0.1213021558795551,-0.20483851904304945,1.69
2015-06-04,-0.00844646310362529,0.01301912299364405,-0.007039801619628361,0.0011976308783145928,0.09388659999578772,0.1984599381374361,0.11610606893174266,14.710000038146973,-0.03939538585032853,0.11901170264393698,-0.1583628209394433,1.65
2015-06-05,-0.0017131804993006927,-0.012179429892095306,-0.005317250031845577,0.00877193860862846,0.09282650921509605,0.1941717436469771,0.11722943938760244,14.210000038146973,-0.0272248376576662,0.11755830760679124,-0.1553216701059766,1.6800000000000002
2015-06-08,-0.006149439163068315,-0.0011056209567036346,0.002940144666210953,-0.011462429155650544,0.09453004358137257,0.18693899931085026,0.11475546293925022,15.289999961853027,-0.02928419469935304,0.1168066857718406,-0.11190053961542455,1.6900000000000002
2015-06-09,-0.0001444741624413437,-0.007916476850325038,0.002220840372015198,-0.0011994549641587415,0.08137246833988665,0.18740592727459668,0.11361535253093878,14.470000267028809,-0.03177393010699012,0.11970478299710766,-0.08935166726858153,1.7
2015-06-10,0.011993616170490773,-0.008752513310343657,0.008509121495031247,-0.00560451358984182,0.09097525825780382,0.17132362983535007,0.1169788305439873,13.220000267028809,-0.09129692484074282,0.1529370124438926,-0.07871803269100011,1.75
2015-06-11,0.0032235640961515433,0.02103502228275711,-0.004570193783136278,0.0028180965550101966,0.09086820245136026,0.18793438364650605,0.11387445056227927,12.850000381469728,-0.06427716402063682,0.1426765022402087,-0.07316681195692605,1.6600000000000001
2015-06-12,-0.00765471317469979,0.0,-0.00026486649065049495,-0.0008029994287989117,0.09505114185797915,0.18598608802667493,0.0922232837999126,13.779999732971191,-0.1348474025247985,0.07873042719342573,0.009427099362439434,1.6500000000000001
2015-06-15,-0.004285616208984044,0.001610845227078439,0.004415790737229308,-0.0008034612954833653,0.08815652794997662,0.18581151101784318,0.09136846234753938,15.390000343322754,-0.1428243380558084,0.07123373546519768,0.04026052559950137,1.64
2015-06-16,0.005451636126819759,0.007871667554786077,-0.003605061549348698,0.0020104979204658147,0.09052792279471601,0.17341571845399797,0.090221292819995,14.8100004196167,-0.14613371265609398,0.033026864534760225,0.09625411350208855,1.6099999999999999
2015-06-17,0.0016171917886860232,-0.007726177253931543,0.004677010066397758,-0.008828349667843183,0.08992992575099006,0.165591267292761,0.09278049890876928,14.5,-0.14812201384723833,0.039852527673876675,0.08253279639609835,1.65
2015-06-18,0.010399394445131716,-0.0049088468048166245,0.012911736850284239,-0.0032387518816381355,0.09761143545853623,0.1635988394986046,0.09414007835735053,13.1899995803833,-0.13850084151386452,0.08552301726776004,0.07915225447429773,1.69
2015-06-19,-0.00443948495870905,0.012843764335921826,-0.0017342780850800876,0.0024369102411527788,0.09878329651652216,0.16968759971373273,0.0940266945797659,13.960000038146973,-0.18944256668659856,0.09897716620375083,0.061701277524183584,1.6099999999999999
2015-06-22,0.005122844352817513,-0.02040701859589311,-0.012856178957809772,0.0020259759722951465,0.09995517144370884,0.17645989430406925,0.10313394581303686,12.739999771118164,-0.2204360151085658,0.08433244065512022,0.07234536532940992,1.69
2015-06-23,0.0007085115812006659,-0.006000929308931369,-0.006599788842205134,0.011726717570642142,0.09964112879278096,0.1770615051476467,0.10505033556245506,12.109999656677246,-0.23028238049663335,0.08577283519804481,0.06971852096585197,1.72
2015-06-24,-0.007262870043672098,0.00862398033537115,-0.0026574812063053788,-0.0019985357515789337,0.09552909801904773,0.16795078149204415,0.0931654185358126,13.260000228881836,-0.24430754716649464,0.14022212452979083,0.03367120903390295,1.6999999999999997
2015-06-25,-0.0030403355460658643,-0.0035047891152308885,-0.0013322133525455193,-0.0016017742955731773,0.08987107548252046,0.1672703144998937,0.09319480412334247,14.010000228881836,-0.23734669489828877,0.14194923403153004,0.04464628921644762,1.7199999999999998
2015-06-26,-0.00019049716628938285,-0.01124084351268595,0.001067192410014961,0.002807831118743831,0.0898331617754289,0.17011074852083646,0.09317774374774582,14.020000457763672,-0.22265370233378248,0.17270972680555063,0.04555758226169306,1.7700000000000002
2015-06-29,-0.0209705130761636,0.026468618431748636,0.0045309359212180045,-0.005600029881925317,0.1134202983002579,0.1975326866111352,0.09478069238751204,18.850000381469727,-0.3290904758737431,0.12487267963015868,0.09606824774787698,1.69
2015-06-30,0.0020932180977744075,-0.0069330091313649644,-0.006190828249150626,0.006838350824047712,0.11343983186586255,0.1957344461603763,0.09687168432420809,18.229999542236328,-0.3276915352627917,0.0950779424978737,0.12420369477216053,1.71
2015-07-01,0.008015651577524041,-0.013497965880457263,-0.0034706717105630336,0.007990310595651806,0.11770811777225657,0.1953731890327864,0.09576340499721517,16.09000015258789,-0.33915042217794816,0.08248850148681379,0.16573865247378894,1.7400000000000002
2015-07-02,-0.0009159007621392101,0.003286567546360697,-0.0019646473844250334,-0.0023780824397086064,0.11710670574042763,0.18839971608114833,0.09322388954012398,16.790000915527344,-0.34227900913268366,0.08890183394090652,0.1642086831115813,1.7599999999999998
2015-07-06,-0.0028458489253021524,0.018534545942013647,0.002684282539629823,0.0019865349216057204,0.11406037927379815,0.1942454863858942,0.09105418430853354,17.010000228881836,-0.33806432915448864,0.09629098379934006,0.1447848000763905,1.6999999999999997
2015-07-07,0.006288732241384931,0.00939461462420188,-0.011600887477117294,0.003171973220282398,0.11635368674707784,0.19182276006562224,0.09775905631997225,16.09000015258789,-0.3226151813530619,0.05025766233732397,0.14773044882136077,1.69
2015-07-08,-0.01677732938192722,0.008636774844097195,0.00297936254329656,-0.00395256488964757,0.1284620251315711,0.19353775362941386,0.09777711332527991,19.65999984741211,-0.33881549418975815,0.019272795513132324,0.16714730403395317,1.6700000000000002
2015-07-09,0.001808956099880632,-0.019702331890963154,0.0024305003273175085,0.0031747628055986965,0.12873648126028092,0.20460384022788441,0.09785631404377991,19.96999931335449,-0.3452109834530911,0.025267889925354586,0.1781744168970237,1.7199999999999998
2015-07-10,0.012591807934771326,-0.015857952885129145,0.0011673603870820948,-0.007120316542004068,0.1294856838232237,0.2101643752462879,0.0923959564277646,16.829999923706055,-0.37113961630711095,0.017985082390972726,0.1463013241030879,1.77
2015-07-13,0.011037003192984063,-0.0031028140831803608,-0.00448470723455352,0.0099601930657236,0.13504655020846293,0.1965009282515724,0.09235423647477566,13.899999618530272,-0.3668414521955987,0.003716763736355005,0.18524737570086486,1.75
2015-07-14,0.0043383247607624575,0.003285022803760418,-0.002252455219495131,-0.0015779433777717289,0.13302958442854732,0.19698642458780227,0.0924257541094897,13.369999885559082,-0.340616495913855,0.022652739856929446,0.17697090200291796,1.75
2015-07-15,-0.0003326356850765766,0.010597179724206374,-0.005237440968471452,0.004346112142484815,0.13196965134760918,0.20067488280740411,0.09128545071715982,13.229999542236328,-0.3312150743286593,0.04416523148254038,0.1572841059988213,1.7199999999999998
2015-07-16,0.008024570012644228,0.006904798746546481,-0.0036310957932227383,0.005507414009640499,0.13345297550202867,0.2002147785513307,0.09129305287719924,12.109999656677246,-0.3137490144815324,0.03958925134939792,0.17292800669520553,1.69
2015-07-17,0.0008480727861930326,0.005164864119930224,-0.010112979124889954,0.0023474687935376437,0.13341493611691,0.19909004645923378,0.0930375537220389,11.949999809265137,-0.3034546885409073,0.057833649244740486,0.17365831666157996,1.6599999999999997
2015-07-20,0.0005173645747538202,-0.004211014102046828,-0.02715144534014624,0.00039023939881577263,0.1286609299831582,0.1988697509939648,0.11248368960064017,12.25,-0.30694619639937665,0.04503765789824683,0.18272557588779295,1.67
2015-07-21,-0.003951301514033001,0.005413428697657929,-0.003121988752958438,-0.007022905305826943,0.12844910653186734,0.1946523450453976,0.11221599989216156,12.220000267028809,-0.3157212774207805,0.056863729040409365,0.19580927480293792,1.6400000000000001
2015-07-22,-0.001794346386440382,0.006225750171243716,-0.00540950631077719,0.0023575251108856055,0.12736860694844332,0.18068182996367346,0.10784225728445902,12.119999885559082,-0.3174352205327687,0.09398398578196777,0.18929212331911602,1.58
2015-07-23,-0.005630301807080462,0.012458343084023271,-0.004484744341763047,-0.003920026764190898,0.1287555409635399,0.18251691035084064,0.10740495630870711,12.640000343322754,-0.32358048284386437,0.08970257643745358,0.20668785793055092,1.5699999999999998
2015-07-24,-0.010372111282500263,0.0024776632406995347,0.009776637833459834,0.0015742174804809217,0.13127323830865206,0.18104210169566134,0.11715751779600359,13.739999771118164,-0.33782003465891836,0.04151460701999646,0.18690560548342858,1.57
2015-07-27,-0.005817187448713512,0.0053545386320266175,-0.00465114258060384,-0.007858626362816645,0.1322892070361073,0.18028285373513522,0.11707856325293561,15.600000381469728,-0.34354397148501564,-0.005222606418015075,0.1815844623014174,1.5499999999999998
2015-07-28,0.012282955900196457,-0.007292586939460555,0.0015258061394580746,0.0007920963970464712,0.13970564236666738,0.17701774815244437,0.11730426809264059,13.4399995803833,-0.3322411698492011,0.014481704590024598,0.16411867763238966,1.5699999999999998
2015-07-29,0.006879362062062855,-0.00371452687672591,0.0014283139466166883,0.005540195988081198,0.11899477252702288,0.15516661190563535,0.11517761589851966,12.5,-0.3312175329699053,0.01101827708328422,0.1738762018582531,1.59
2015-07-30,0.00023705006823093733,0.00770492031305503,-0.008557588110186698,0.003935453848606718,0.11900313149887586,0.1538800447566703,0.11618302834026804,12.130000114440918,-0.3408828090733127,0.02819544697395912,0.16340301373237504,1.5599999999999998
2015-07-31,-0.001517730684370333,0.007398811840388264,0.006329756242044127,-0.003136003511278407,0.11664558924349472,0.14441871857144245,0.12110258197322984,12.119999885559082,-0.3672869149765656,0.024567386133668948,0.1499695519844266,1.5300000000000002
2015-08-03,-0.003372995552190061,0.010527323644583086,-0.007910052688847147,0.002359379280072904,0.11738519553581239,0.14687862589662792,0.12216930184999025,12.5600004196167,-0.3880742678717085,0.04161868768548478,0.14015554688079937,1.48
2015-08-04,-0.001954248364875677,-0.007932275619418228,0.0020172823011603835,0.00510006020935494,0.11709641186845965,0.14042723958011,0.12177562617640579,13.0,-0.40212460083993157,0.011028537820033291,0.13545865551834574,1.49
2015-08-05,0.0032951352226022745,-0.007506083738915925,-0.0036429610038531957,-0.00039032851491493936,0.11572638290434292,0.14125168159979212,0.11806927949244607,12.510000228881836,-0.45302649450816396,0.004295817233918843,0.14051159358045948,1.5499999999999998
2015-08-06,-0.008187276487273687,0.008877976255702302,0.004426047177157111,-0.001952404653783879,0.10266302574889728,0.14141649297035472,0.11909426462001174,13.770000457763672,-0.4604990358958447,-0.0023073102739003875,0.1407245230283869,1.52
2015-08-07,-0.0019200917648783955,0.013118336273858056,0.002490680503407061,-0.0015648005450985547,0.10305962517245709,0.1253830541867747,0.11912857728230762,13.390000343322754,-0.4625594459277552,-0.007233344826032239,0.14646259149246732,1.4500000000000002
2015-08-10,0.012598930334820402,-0.012385318123829703,0.010224554985406531,-0.00470229574201575,0.10306996196194035,0.11935231493705578,0.1269280201278905,12.229999542236328,-0.49517799174048943,0.021658323041072444,0.1328760386883104,1.5100000000000002
